DateTime,New Addresses,Active Addresses,Zero Balance Addresses,Price
2012-09-10T00:00:00.000Z,20085,35968.43,16384.43,11.38
2012-09-17T00:00:00.000Z,19803.86,36738,16210.14,12.19
2012-09-24T00:00:00.000Z,21788.57,41460.86,18318.43,12.26
2012-10-01T00:00:00.000Z,24698.57,45676.43,20808,12.6
2012-10-08T00:00:00.000Z,24757,44451.14,19142.71,11.86
2012-10-15T00:00:00.000Z,22793,44650.86,21192.71,11.76
2012-10-22T00:00:00.000Z,18434.57,37083.14,16949,11.06
2012-10-29T00:00:00.000Z,16522,32999.43,15197.57,10.71
2012-11-05T00:00:00.000Z,18483.71,37363.14,16238.86,10.86
2012-11-12T00:00:00.000Z,22900.57,41781,18440.43,11.27
2012-11-19T00:00:00.000Z,21257,40041.14,18349.14,12.04
2012-11-26T00:00:00.000Z,18973.43,37908.29,17012.86,12.38
2012-12-03T00:00:00.000Z,20420.43,39455.57,18818,13.17
2012-12-10T00:00:00.000Z,21105.14,39274.43,19360.29,13.5
2012-12-17T00:00:00.000Z,25887.43,44797.86,20817.71,13.36
2012-12-24T00:00:00.000Z,20556.29,39026.71,18044.86,13.39
2012-12-31T00:00:00.000Z,23897.71,44274,19739.57,13.39
2013-01-07T00:00:00.000Z,27906,56390,27008.29,13.91
2013-01-14T00:00:00.000Z,28486.43,53112.71,25475.43,15
2013-01-21T00:00:00.000Z,27683.71,51609.57,25830.43,17.06
2013-01-28T00:00:00.000Z,28803.57,54399.43,25118.14,19.66
2013-02-04T00:00:00.000Z,31283.57,57632,28350.14,21.78
2013-02-11T00:00:00.000Z,26855.43,50232.71,24249.57,25.61
2013-02-18T00:00:00.000Z,28416.43,50829.29,23348.43,29.1
2013-02-25T00:00:00.000Z,28670.86,55522.71,25637.57,32.41
2013-03-04T00:00:00.000Z,30748.43,59138.29,27786.29,41.79
2013-03-11T00:00:00.000Z,29149.71,57643.43,26505,46.15
2013-03-18T00:00:00.000Z,34183.71,67281,31246.86,62.18
2013-03-25T00:00:00.000Z,37582,75981,34081.57,84.41
2013-04-01T00:00:00.000Z,49617.29,93385.86,42320.14,128.38
2013-04-08T00:00:00.000Z,55504.14,105848.29,47273.57,147.01
2013-04-15T00:00:00.000Z,45165.57,91013.86,39297,99.9
2013-04-22T00:00:00.000Z,49667.14,94345.29,36880.14,135.54
2013-04-29T00:00:00.000Z,35676.29,79165.71,31312.29,117.66
2013-05-06T00:00:00.000Z,40106.43,87619,33963,113.35
2013-05-13T00:00:00.000Z,37437.86,78040,32763.43,117.63
2013-05-20T00:00:00.000Z,36191.14,76611.86,34247.29,126.58
2013-05-27T00:00:00.000Z,35490.43,73983.29,33649.43,128.07
2013-06-03T00:00:00.000Z,34126,71287.29,33652.71,114.75
2013-06-10T00:00:00.000Z,32060.57,62291,30220,103.64
2013-06-17T00:00:00.000Z,32703.57,62428.86,31238.71,107.72
2013-06-24T00:00:00.000Z,31940,61806.14,30516.14,100.71
2013-07-01T00:00:00.000Z,31276.71,60803,30562.29,79.94
2013-07-08T00:00:00.000Z,36988.71,65602.86,35832.86,86.75
2013-07-15T00:00:00.000Z,32298.29,59574.14,31008.57,94.15
2013-07-22T00:00:00.000Z,32864.86,60161.86,32315.86,94.85
2013-07-29T00:00:00.000Z,46360,75438.14,40576.14,104.47
2013-08-05T00:00:00.000Z,40310,67265,36729,104.79
2013-08-12T00:00:00.000Z,47113.43,76265.71,43369.71,110.02
2013-08-19T00:00:00.000Z,44722.43,77122.71,42994.29,120.5
2013-08-26T00:00:00.000Z,48781.86,80619,44233.43,132.8
2013-09-02T00:00:00.000Z,37124,67792.86,37256.57,134.64
2013-09-09T00:00:00.000Z,36649.29,67402.43,37194.29,137.38
2013-09-16T00:00:00.000Z,39501,72586.29,39184.86,136.79
2013-09-23T00:00:00.000Z,40034.29,76282,39759,137.73
2013-09-30T00:00:00.000Z,41367,81566.29,42721.14,134.66
2013-10-07T00:00:00.000Z,42898.86,78275.71,39066.71,139.85
2013-10-14T00:00:00.000Z,45930.14,84986.71,42383,162.67
2013-10-21T00:00:00.000Z,50468.29,95223.43,49416.57,198.85
2013-10-28T00:00:00.000Z,45877.71,87602,43908,211.53
2013-11-04T00:00:00.000Z,66719.43,122540.86,66566.71,294.57
2013-11-11T00:00:00.000Z,62565.43,117249.29,60196.71,420.35
2013-11-18T00:00:00.000Z,93085.14,166821.86,93585.57,713.59
2013-11-25T00:00:00.000Z,103372.57,177681.29,94977.29,1029.05
2013-12-02T00:00:00.000Z,94215.57,165059.43,87354.29,978.37
2013-12-09T00:00:00.000Z,77026.71,147143.29,74687.57,921.55
2013-12-16T00:00:00.000Z,81002.29,154365.86,81088,682.04
2013-12-23T00:00:00.000Z,67973.71,129642.86,65829.71,738.41
2013-12-30T00:00:00.000Z,65364.57,128975.43,63780.14,852.69
2014-01-06T00:00:00.000Z,70953.29,139656,67623.86,957.16
2014-01-13T00:00:00.000Z,61721.57,127670.43,59175.43,921.17
2014-01-20T00:00:00.000Z,72082.57,148190.86,71811.14,954.47
2014-01-27T00:00:00.000Z,75110.57,148793.14,73303,946.08
2014-02-03T00:00:00.000Z,79981.29,157740.86,78043.29,816.67
2014-02-10T00:00:00.000Z,73303,165703.71,85150.71,484.16
2014-02-17T00:00:00.000Z,90539.86,170588.29,90343,246.31
2014-02-24T00:00:00.000Z,102082.71,192607.14,102859.29,443.52
2014-03-03T00:00:00.000Z,111315.14,199085.57,107813.71,634.21
2014-03-10T00:00:00.000Z,87559.29,182241.71,93387.57,619.25
2014-03-17T00:00:00.000Z,80480.29,167626.71,82333.86,579.74
2014-03-24T00:00:00.000Z,88908.57,172517,86313.29,515.26
2014-03-31T00:00:00.000Z,91670.29,173469.43,93178.14,445.53
2014-04-07T00:00:00.000Z,89222.29,165689.43,88872.29,444.15
2014-04-14T00:00:00.000Z,85658.43,168333.57,89511,497.51
2014-04-21T00:00:00.000Z,82894,162331,81948.57,482.35
2014-04-28T00:00:00.000Z,77404.43,153551.57,77128.57,443.79
2014-05-05T00:00:00.000Z,82401.57,158290.14,81254.14,441.6
2014-05-12T00:00:00.000Z,78425.29,160488.43,80282,444.58
2014-05-19T00:00:00.000Z,84473.29,169398.43,87910.57,499.07
2014-05-26T00:00:00.000Z,89478.71,170870.57,90651.43,591.17
2014-06-02T00:00:00.000Z,90020.14,172108.57,91478.29,649.15
2014-06-09T00:00:00.000Z,84748.14,170575.86,88729.71,619.62
2014-06-16T00:00:00.000Z,87698.17,166422.5,88281.83,599.36
2014-06-16T00:00:00.000Z,77507,168907,77212,596.53
2014-06-23T00:00:00.000Z,83559.43,165538,84617.71,589.85
2014-06-30T00:00:00.000Z,83894.57,167007.57,83441.57,630.14
2014-07-07T00:00:00.000Z,92919.43,181235.71,94435.57,622.54
2014-07-14T00:00:00.000Z,89243.57,170578.57,89024.86,622.93
2014-07-21T00:00:00.000Z,86159,169223.86,87138.86,611.07
2014-07-28T00:00:00.000Z,87782.71,170236,88694.86,585.99
2014-08-04T00:00:00.000Z,93972.29,183362.43,96645.14,592.37
2014-08-11T00:00:00.000Z,102967.86,195694.57,104052.29,532.29
2014-08-18T00:00:00.000Z,98966.14,186126.29,98668.71,498.03
2014-08-25T00:00:00.000Z,93407.29,182331.14,93553.71,508.46
2014-09-01T00:00:00.000Z,94605.57,186897.43,91867.14,483.94
2014-09-08T00:00:00.000Z,101025.57,198748.86,108247.14,477.65
2014-09-15T00:00:00.000Z,98990.14,191969.86,99461.57,438.18
2014-09-22T00:00:00.000Z,100078,197373.71,99845.86,410.16
2014-09-29T00:00:00.000Z,98096.29,200209.57,92716,367.29
2014-10-06T00:00:00.000Z,102248.57,197832.86,101473.29,350.46
2014-10-13T00:00:00.000Z,106143.57,201785.71,107472.71,386.58
2014-10-20T00:00:00.000Z,108086.14,203828.71,110893.14,367.03
2014-10-27T00:00:00.000Z,112676.14,211418.29,112626.43,340.71
2014-11-03T00:00:00.000Z,110507.57,212028.57,118399.86,338.62
2014-11-10T00:00:00.000Z,114240.57,215171.43,113462.29,392.31
2014-11-17T00:00:00.000Z,111143.71,209112.43,111218.14,371.41
2014-11-24T00:00:00.000Z,111163.43,215131.57,113492.43,375.38
2014-12-01T00:00:00.000Z,119311,228814.57,120872.14,376.47
2014-12-08T00:00:00.000Z,120650.14,227790.57,121494.43,353.63
2014-12-15T00:00:00.000Z,130520.86,242590.71,129821.71,326.9
2014-12-22T00:00:00.000Z,110187.57,218018.71,113174.86,324.6
2014-12-29T00:00:00.000Z,102284.43,203229.86,102398.71,306.73
2015-01-05T00:00:00.000Z,122847.71,235848.86,123811.71,279.8
2015-01-12T00:00:00.000Z,138862.71,251381.29,138382,217.53
2015-01-19T00:00:00.000Z,123608.57,238634,125487.43,227.41
2015-01-26T00:00:00.000Z,118472.43,235479.86,119552.57,243.51
2015-02-02T00:00:00.000Z,119863,233361.43,122935.86,226.75
2015-02-09T00:00:00.000Z,131234.14,263435.29,129274.43,229.17
2015-02-16T00:00:00.000Z,125663.43,256132.29,127020,239.95
2015-02-23T00:00:00.000Z,125829.86,248865.43,128678.57,242.64
2015-03-02T00:00:00.000Z,129084,258246,132762.29,273.07
2015-03-09T00:00:00.000Z,127142.57,251780,127346.86,289
2015-03-16T00:00:00.000Z,122226.71,251478.57,125991.43,269.24
2015-03-23T00:00:00.000Z,120088.43,240608,118650,250.65
2015-03-30T00:00:00.000Z,133492.57,258188.71,133810.43,248.99
2015-04-06T00:00:00.000Z,133032.86,256648.57,133645,244.18
2015-04-13T00:00:00.000Z,122990.43,248416.29,124512.71,223.79
2015-04-20T00:00:00.000Z,129485.86,260109.57,132233.29,229.11
2015-04-27T00:00:00.000Z,128689.57,250502.14,129013.86,231.62
2015-05-04T00:00:00.000Z,132783.43,265049.86,136144,238.44
2015-05-11T00:00:00.000Z,132067.14,256541.86,131696.57,238.17
2015-05-18T00:00:00.000Z,126877.14,250603.86,126839.86,236.25
2015-05-25T00:00:00.000Z,144075.43,278004.57,142894.43,236.17
2015-06-01T00:00:00.000Z,149108,282762.71,151883,225.04
2015-06-08T00:00:00.000Z,151475.29,292797.14,155788,229.99
2015-06-15T00:00:00.000Z,155636.57,292305.29,157146.57,244.75
2015-06-22T00:00:00.000Z,146046.29,275285.57,146423.14,244.54
2015-06-29T00:00:00.000Z,165044.43,302291.57,166852.43,258.48
2015-07-06T00:00:00.000Z,191509.71,325891.86,191290.14,278.97
2015-07-13T00:00:00.000Z,143062.43,276033.86,146001.14,281.19
2015-07-20T00:00:00.000Z,151672.14,279727.29,150523.57,280.63
2015-07-27T00:00:00.000Z,156655.29,297115.86,159265.86,286.76
2015-08-03T00:00:00.000Z,149606.57,288080,150947.29,276.37
2015-08-10T00:00:00.000Z,143802,276727.57,143562.57,263.8
2015-08-17T00:00:00.000Z,154631.14,288638.86,154253,237.27
2015-08-24T00:00:00.000Z,151974.86,290353.14,150777.43,223.61
2015-08-31T00:00:00.000Z,158018.86,297929,157466.29,230.25
2015-09-07T00:00:00.000Z,171954.43,312991.29,153179.29,238.43
2015-09-14T00:00:00.000Z,165183.14,311200.29,161306.86,231.43
2015-09-21T00:00:00.000Z,168212.86,319150.29,164893.86,231.81
2015-09-28T00:00:00.000Z,155726,309729.57,165078.57,239.84
2015-10-05T00:00:00.000Z,145460.86,304038.71,147937.57,243.33
2015-10-12T00:00:00.000Z,164994.14,333984.29,173380.71,256.33
2015-10-19T00:00:00.000Z,184244.57,368392,197583.14,273.73
2015-10-26T00:00:00.000Z,179006.43,373643.71,193723.43,305.97
2015-11-02T00:00:00.000Z,217904.57,424164.71,220480.57,385.2
2015-11-09T00:00:00.000Z,189701.29,389388,197163.43,339.07
2015-11-16T00:00:00.000Z,190599.43,379803.86,198051.57,326.61
2015-11-23T00:00:00.000Z,182584.29,368227.71,189810.14,340.91
2015-11-30T00:00:00.000Z,216162.29,431273.29,220487.71,369.67
2015-12-07T00:00:00.000Z,252477.71,476029.71,252130.57,416.96
2015-12-14T00:00:00.000Z,250840.57,485649.57,250138.71,451.66
2015-12-21T00:00:00.000Z,221702.29,445319.14,218096.29,437.35
2015-12-28T00:00:00.000Z,186664.57,389003.57,194317.86,428.22
2016-01-04T00:00:00.000Z,216876.43,424327.29,219376.43,440.54
2016-01-11T00:00:00.000Z,235883.14,460934.14,241317.71,414.98
2016-01-18T00:00:00.000Z,249501.57,500890.29,273519.29,393.08
2016-01-25T00:00:00.000Z,272595.71,516980.86,286840.29,384.9
2016-02-01T00:00:00.000Z,274508.43,546268.57,310432.86,377.7
2016-02-08T00:00:00.000Z,262995.86,486540.43,253594,382.51
2016-02-15T00:00:00.000Z,263911,507848.86,257293.57,418.41
2016-02-22T00:00:00.000Z,261106.57,503886.86,252900.14,426.56
2016-02-29T00:00:00.000Z,253101.86,532647,264328,419.42
2016-03-07T00:00:00.000Z,212951.29,437576,217358.14,413.28
2016-03-14T00:00:00.000Z,226967,447974.43,217785.29,412.61
2016-03-21T00:00:00.000Z,208419.29,436344.29,216411.14,415.54
2016-03-28T00:00:00.000Z,217919.71,507362.86,273936.86,416.51
2016-04-04T00:00:00.000Z,228807.14,455812,214110.71,419.22
2016-04-11T00:00:00.000Z,230447.86,470332.14,228030.29,424.94
2016-04-18T00:00:00.000Z,226419.86,463175.43,221460.29,441.31
2016-04-25T00:00:00.000Z,235556.71,478140.29,232009.29,453.53
2016-05-02T00:00:00.000Z,209722.71,461171.86,212998.71,450.95
2016-05-09T00:00:00.000Z,216640.71,465391.14,214383.43,455.24
2016-05-16T00:00:00.000Z,213529.57,480408.71,220347.86,448.07
2016-05-23T00:00:00.000Z,221840.43,490234.57,223975.71,467.4
2016-05-30T00:00:00.000Z,224140.14,489673.86,222744,547.55
2016-06-06T00:00:00.000Z,237224.29,504581.43,230351,584.96
2016-06-13T00:00:00.000Z,259335.71,564940,265647.86,716.83
2016-06-20T00:00:00.000Z,246457.86,548492.14,257938.86,655.81
2016-06-27T00:00:00.000Z,232318,482685.57,232877,656.8
2016-07-04T00:00:00.000Z,225314.57,462522.71,218042.86,653.42
2016-07-11T00:00:00.000Z,224660,465919.14,221050,659.83
2016-07-18T00:00:00.000Z,222657,464082,223275.57,662.47
2016-07-25T00:00:00.000Z,230270.86,484971.29,235405.29,651.65
2016-08-01T00:00:00.000Z,239169.57,488307.14,240220.29,573.77
2016-08-08T00:00:00.000Z,244751.43,500394.57,237706,586.42
2016-08-15T00:00:00.000Z,248519.71,507584.14,252361.43,574.58
2016-08-22T00:00:00.000Z,248010.29,490578.57,243854.57,578.72
2016-08-29T00:00:00.000Z,249257.14,490196.43,250902.29,589.8
2016-09-05T00:00:00.000Z,261138.43,499437.14,250447.86,614.65
2016-09-12T00:00:00.000Z,260153.57,498861.14,257335.43,608.01
2016-09-19T00:00:00.000Z,265214.71,498886.29,254372.43,602.66
2016-09-26T00:00:00.000Z,284328.71,532706.43,280504.86,606.51
2016-10-03T00:00:00.000Z,314129.14,584598.29,306245.86,612.72
2016-10-10T00:00:00.000Z,281798.43,534897.14,284177,633.01
2016-10-17T00:00:00.000Z,288194.29,553657.71,296689.43,637.56
2016-10-24T00:00:00.000Z,297078.29,590739.29,308516.14,676.93
2016-10-31T00:00:00.000Z,307675.71,571704.57,296000.57,706.27
2016-11-07T00:00:00.000Z,322631.29,600330.14,306147.14,710.34
2016-11-14T00:00:00.000Z,332273,618874,313066,728.23
2016-11-21T00:00:00.000Z,347040.86,648069.71,337602,736.46
2016-11-28T00:00:00.000Z,353538,670767.71,362086.14,749.33
2016-12-05T00:00:00.000Z,356292.57,663341,352680.71,764.88
2016-12-12T00:00:00.000Z,335448.14,620393,324086.71,779.69
2016-12-19T00:00:00.000Z,343537.57,629370.43,336070.29,844.72
2016-12-26T00:00:00.000Z,326373.43,606548.86,313433.14,944.49
2017-01-02T00:00:00.000Z,357440.57,669076,348779.71,975.67
2017-01-09T00:00:00.000Z,328590.86,618173.57,317526.57,836.3
2017-01-16T00:00:00.000Z,340135.43,643898.86,339050.29,881.93
2017-01-23T00:00:00.000Z,334551,680417.29,365824,911.14
2017-01-30T00:00:00.000Z,365239.86,689983.57,366305.29,981.41
2017-02-06T00:00:00.000Z,346237,661908.71,349323.71,1010.98
2017-02-13T00:00:00.000Z,347348.43,665104.86,346846.71,1023.33
2017-02-20T00:00:00.000Z,357247.86,690308.71,360682,1125
2017-02-27T00:00:00.000Z,370387.14,696188.14,357675.43,1228.19
2017-03-06T00:00:00.000Z,366704.29,699542.43,367048.71,1193.52
2017-03-13T00:00:00.000Z,380101.6,716449.6,383147.8,1203.61
2017-03-13T00:00:00.000Z,349717,695853,363776.33,1052.19
2017-03-20T00:00:00.000Z,360088.86,673272.43,356158.57,1017.11
2017-03-27T00:00:00.000Z,351514.86,668571.14,352672.14,1050.96
2017-04-03T00:00:00.000Z,364335.14,692172.43,364795.14,1160.79
2017-04-10T00:00:00.000Z,361082.29,680133,353825.57,1170.39
2017-04-17T00:00:00.000Z,370622.57,697802,361954.71,1221.07
2017-04-24T00:00:00.000Z,397325.14,737219.57,387391.29,1298.75
2017-05-01T00:00:00.000Z,416576.14,770991.57,396687.86,1487.88
2017-05-08T00:00:00.000Z,438021,797864.29,410217.29,1714.5
2017-05-15T00:00:00.000Z,414777,780164.29,418783,1862.21
2017-05-22T00:00:00.000Z,454291.86,842502.29,431975.57,2258.82
2017-05-29T00:00:00.000Z,414853.57,806398.57,414073,2367.46
2017-06-05T00:00:00.000Z,405078.29,775263,413330.14,2786.04
2017-06-12T00:00:00.000Z,376031.86,725109.14,383032.29,2563.04
2017-06-19T00:00:00.000Z,358166.71,697074.71,369417.86,2659.59
2017-06-26T00:00:00.000Z,343206.14,680762,364450.43,2495.73
2017-07-03T00:00:00.000Z,335190,660435.29,342324.43,2572.28
2017-07-10T00:00:00.000Z,338207.57,698149.86,361290.71,2252.81
2017-07-17T00:00:00.000Z,339003,691803.43,375750.29,2510.54
2017-07-24T00:00:00.000Z,329991.71,665546.29,368519.71,2680.99
2017-07-31T00:00:00.000Z,310795.14,608456.14,329277.86,2898.7
2017-08-07T00:00:00.000Z,392182,725081.14,396068.14,3548.02
2017-08-14T00:00:00.000Z,405988.43,742029.71,401558.14,4165.17
2017-08-21T00:00:00.000Z,349993,648104,340100.71,4196.23
2017-08-28T00:00:00.000Z,378225.86,735117,397832,4588.25
2017-09-04T00:00:00.000Z,370528.71,732423.29,400967.29,4375.31
2017-09-11T00:00:00.000Z,369009.14,720336,384768.14,3826.45
2017-09-18T00:00:00.000Z,341117,651121.14,346895.71,3802.46
2017-09-25T00:00:00.000Z,358531.43,695190,365334,4104.75
2017-10-02T00:00:00.000Z,380247.71,739134.71,386053.29,4365.03
2017-10-09T00:00:00.000Z,421806.29,808956.86,420187.14,5206.4
2017-10-16T00:00:00.000Z,447100.14,863305,448142.71,5727.07
2017-10-23T00:00:00.000Z,422835.71,809473,408878.71,5788.28
2017-10-30T00:00:00.000Z,459761.57,865050.43,429364.43,6835.21
2017-11-06T00:00:00.000Z,417866.71,795971.29,384313.14,6904.8
2017-11-13T00:00:00.000Z,444933.14,909744.29,453911.71,7241.05
2017-11-20T00:00:00.000Z,498944.14,948752.57,487024.71,8319.55
2017-11-27T00:00:00.000Z,578296.57,1066954.71,531873.71,10243.69
2017-12-04T00:00:00.000Z,633770.29,1148326.71,543002.86,13656.86
2017-12-11T00:00:00.000Z,654466.43,1189516.29,572955.86,17292.75
2017-12-18T00:00:00.000Z,573268.86,1061852,496118.57,15786.45
2017-12-25T00:00:00.000Z,474260.86,996142.29,480715.43,14244.84
2018-01-01T00:00:00.000Z,589880.86,1129317.29,529793.86,15227.3
2018-01-08T00:00:00.000Z,523674.57,1109188.57,543146.57,14203.35
2018-01-15T00:00:00.000Z,431616.43,1018360.57,540926.86,11866.17
2018-01-22T00:00:00.000Z,365112.71,879675.57,467443,11146.74
2018-01-29T00:00:00.000Z,328942.14,781709.29,411651.14,9649.47
2018-02-05T00:00:00.000Z,291855.29,833520.86,460247.86,7939.09
2018-02-12T00:00:00.000Z,280780.86,827581.86,465580.86,9622.91
2018-02-19T00:00:00.000Z,272255.71,711505.71,363607.71,10424.18
2018-02-26T00:00:00.000Z,294062.86,788959.43,434159.57,10771.62
2018-03-05T00:00:00.000Z,277080.71,877309.14,562525.29,9931.43
2018-03-12T00:00:00.000Z,266806.71,632464,326770.29,8485
2018-03-19T00:00:00.000Z,261331.43,565689,294368.71,8693.13
2018-03-26T00:00:00.000Z,252125.14,543172.71,285798.14,7470.01
2018-04-02T00:00:00.000Z,250281.57,538257.29,272124.43,7030.92
2018-04-09T00:00:00.000Z,274518.86,576046.14,298394.14,7472.14
2018-04-16T00:00:00.000Z,294672.71,628382.71,330939.71,8408.49
2018-04-23T00:00:00.000Z,309553.43,658155.71,332203.14,9172.56
2018-04-30T00:00:00.000Z,309080.57,646148.29,333150.57,9451.31
2018-05-07T00:00:00.000Z,291213.14,633270.86,333503.43,8969.41
2018-05-14T00:00:00.000Z,285479.57,606469.57,320947.14,8367.89
2018-05-21T00:00:00.000Z,274897.57,570038,293601.57,7746.34
2018-05-28T00:00:00.000Z,278858,600400.86,307441,7464.82
2018-06-04T00:00:00.000Z,283175.71,622779.71,316409.71,7538.83
2018-06-11T00:00:00.000Z,272639.57,578359.57,299443.86,6548.73
2018-06-18T00:00:00.000Z,267402.14,566177.71,296397.14,6470.06
2018-06-25T00:00:00.000Z,260721.57,580916.14,290125,6179.54
2018-07-02T00:00:00.000Z,272079.43,589634.71,300166.71,6541.09
2018-07-09T00:00:00.000Z,272014.57,737363,453768.86,6372.74
2018-07-16T00:00:00.000Z,297721,621098.14,331579.57,7250.52
2018-07-23T00:00:00.000Z,315735.14,666576.14,343373,8061.97
2018-07-30T00:00:00.000Z,305358.29,634534.86,333200.43,7545.46
2018-08-06T00:00:00.000Z,295168,621243.29,334436.71,6521.82
2018-08-13T00:00:00.000Z,309027.86,612466.29,331966.57,6364.34
2018-08-20T00:00:00.000Z,295667.86,591831.86,325683.43,6552.37
2018-08-27T00:00:00.000Z,311251.86,625191,350635.71,7030.93
2018-09-03T00:00:00.000Z,309054.43,622754.57,345055.29,6747.21
2018-09-10T00:00:00.000Z,300414.71,594991.14,326183.57,6402.38
2018-09-17T00:00:00.000Z,338560.86,628058,359321.14,6510.05
2018-09-24T00:00:00.000Z,326099.43,622846.57,350416.57,6573.91
2018-10-01T00:00:00.000Z,348820.57,661181.43,366073.14,6566.69
2018-10-08T00:00:00.000Z,314317.43,637467.14,346753.43,6426.29
2018-10-15T00:00:00.000Z,331881.14,665007.14,363582.86,6566.94
2018-10-22T00:00:00.000Z,326542.29,657965.43,356578,6476.42
2018-10-29T00:00:00.000Z,350597.43,713748.86,400093.29,6366.32
2018-11-05T00:00:00.000Z,359019.29,693920,384651.43,6438.93
2018-11-12T00:00:00.000Z,338546.14,682595,366347.57,5854.65
2018-11-19T00:00:00.000Z,313477.86,663083.57,363258.57,4421.69
2018-11-26T00:00:00.000Z,305846.57,618300.57,335065.14,4064.87
2018-12-03T00:00:00.000Z,313528.43,625218.57,346144.43,3694.07
2018-12-10T00:00:00.000Z,308819.43,645562.71,371812.57,3363.57
2018-12-17T00:00:00.000Z,326417.43,661022.71,377692,3840.59
2018-12-24T00:00:00.000Z,304269.57,600614.71,330573.57,3887.3
2018-12-31T00:00:00.000Z,298291.86,570433.43,320569.29,3873.53
2019-01-07T00:00:00.000Z,331248.71,618728.29,347952.29,3853.96
2019-01-14T00:00:00.000Z,338332,622217.86,347964.86,3659.89
2019-01-21T00:00:00.000Z,340946,634108.14,359408.14,3578.68
2019-01-28T00:00:00.000Z,353231.29,645156.29,370285.86,3456.19
2019-02-04T00:00:00.000Z,355789.86,658787.29,370147.86,3503.56
2019-02-11T00:00:00.000Z,354804.86,696212.71,402886.71,3622.53
2019-02-18T00:00:00.000Z,368134,689219.71,384008.57,3954.07
2019-02-25T00:00:00.000Z,374745.86,696374.86,392003.71,3823.4
2019-03-04T00:00:00.000Z,349373.57,676071.29,371238,3863.55
2019-03-11T00:00:00.000Z,358384.43,694443.43,376619.86,3916.33
2019-03-18T00:00:00.000Z,356008.71,695336.71,380395.14,4006.34
2019-03-25T00:00:00.000Z,400758,763107.71,418449.86,4027.36
2019-04-01T00:00:00.000Z,419567.29,816611.43,445666.14,4857
2019-04-08T00:00:00.000Z,405026.86,767602.86,418225.86,5168.76
2019-04-15T00:00:00.000Z,396008.71,782321,438444.71,5230.41
2019-04-22T00:00:00.000Z,392182.86,748613.43,398218.57,5339.97
2019-04-29T00:00:00.000Z,405577.14,787052.43,428663.43,5512.5
2019-05-06T00:00:00.000Z,422527,825926.57,439949.71,6277.21
2019-05-13T00:00:00.000Z,445426.43,894538.86,469007.86,7708.43
2019-05-20T00:00:00.000Z,415959.29,846325.57,452434.57,7960.18
2019-05-27T00:00:00.000Z,418267.29,875972,459152.43,8600.83
2019-06-03T00:00:00.000Z,388991.43,802823.57,422692.71,7892.25
2019-06-10T00:00:00.000Z,424389.71,875921.86,468826.71,8317.08
2019-06-17T00:00:00.000Z,442395.29,896299.71,469254.43,9770.35
2019-06-24T00:00:00.000Z,452254.57,939503.86,492222.71,11670.09
2019-07-01T00:00:00.000Z,402646.29,824623.29,427063.14,11101.88
2019-07-08T00:00:00.000Z,383961,798238.29,407947.14,11697.52
2019-07-15T00:00:00.000Z,364212,746460,382321.71,10286.26
2019-07-22T00:00:00.000Z,349455.43,708260,378148.43,9863.02
2019-07-29T00:00:00.000Z,367480.57,739901.71,400165,10172.12
2019-08-05T00:00:00.000Z,378802,772822.57,415151.71,11651.48
2019-08-12T00:00:00.000Z,348558.71,714604.71,387117.86,10509.55
2019-08-19T00:00:00.000Z,356029.43,747421.57,396360.86,10323.38
2019-08-26T00:00:00.000Z,359731.71,715616.57,386238.14,9845.5
2019-09-02T00:00:00.000Z,378367.86,737563.57,397006.71,10469.8
2019-09-09T00:00:00.000Z,375340.43,753402.29,413012.86,10247.79
2019-09-16T00:00:00.000Z,385231.71,758967.71,418088.71,10131.12
2019-09-23T00:00:00.000Z,368501.71,737615.57,400396.57,8544.23
2019-09-30T00:00:00.000Z,368013.57,712376,382129.57,8186.08
2019-10-07T00:00:00.000Z,365464.43,701547.14,375475.43,8362.3
2019-10-14T00:00:00.000Z,368338.86,701173.57,373545.86,8121.82
2019-10-21T00:00:00.000Z,376312.71,744672.29,398264,8382.08
2019-10-28T00:00:00.000Z,369793.57,727736.29,390263,9297.53
2019-11-04T00:00:00.000Z,384816.14,761006.71,413838.14,9149.22
2019-11-11T00:00:00.000Z,369934.14,724796.29,385246.71,8664.84
2019-11-18T00:00:00.000Z,377298.43,740749.86,398138,7712.5
2019-11-25T00:00:00.000Z,377053.86,731378.43,391837.71,7384.94
2019-12-02T00:00:00.000Z,387329.14,730700.43,405357.29,7424.7
2019-12-09T00:00:00.000Z,393226.5,793821,457370.75,7301.09
2019-12-09T00:00:00.000Z,372115,700956,394554.5,7184.13
2019-12-16T00:00:00.000Z,385788,744494.14,420342,7089.19
2019-12-23T00:00:00.000Z,352397.71,658959,359169.57,7313.15
2019-12-30T00:00:00.000Z,354331,666533.71,370681.71,7251.52
2020-01-06T00:00:00.000Z,396464.86,741628.29,403333.29,7969.01
2020-01-13T00:00:00.000Z,398448,742477.29,407361.57,8661.38
2020-01-20T00:00:00.000Z,380210.14,731016.71,410094.71,8515.54
2020-01-27T00:00:00.000Z,404815.86,769878.29,432863.57,9242.04
2020-02-03T00:00:00.000Z,415036.71,801095.43,443625.29,9628.43
2020-02-10T00:00:00.000Z,416675.43,781655,428133.57,10120.51
2020-02-17T00:00:00.000Z,405541.43,755147,417571.43,9743.1
2020-02-24T00:00:00.000Z,413681.71,759274.57,417800.43,8996.16
